SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,NPOPCHG2023,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,RBIRTH2021,RBIRTH2022,RBIRTH2023,RDEATH2021,RDEATH2022,RDEATH2023,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RNETMIG2021,RNETMIG2022,RNETMIG2023
050,1,1,09,180,Connecticut,Southeastern Connecticut Planning Region,280428,278342,278820,279257,279634,-2086,478,437,377,619,2483,2686,2595,788,3077,3103,2962,-169,-594,-417,-367,17,340,598,583,-1640,543,411,157,-1623,883,1009,740,-294,189,-155,4,12278,10605,10752,11266,11350,8.9130270909,9.6259118365,9.2862472289,11.045261522,11.120329274,10.599562348,-2.132234431,-1.494417437,-1.313315119,1.2204708864,2.1430734469,2.0862744256,1.949163798,1.4729150279,0.5618269036,3.1696346843,3.6159884747,2.6481013292
050,1,1,09,190,Connecticut,Western Connecticut Planning Region,620519,618368,623258,622857,623907,-2151,4890,-401,1050,1540,6115,6459,6355,1998,5023,5053,4738,-458,1092,1406,1617,124,1534,4027,3967,-1705,1955,-5949,-4595,-1581,3489,-1922,-628,-112,309,115,61,8363,7565,7728,7895,7794,9.8499870331,10.366619453,10.19439124,8.091003249,8.1100058983,7.6004761126,1.7589837842,2.2566135549,2.5939151275,2.4709534111,6.4632878988,6.36367428,3.1490964268,-9.548075418,-7.371082258,5.6200498379,-3.08478752,-1.007407978
040,3,5,10,000,Delaware,Delaware,989946,991862,1004881,1019459,1031890,1916,13019,14578,12431,2579,10174,10883,10725,2959,11228,11488,10897,-380,-1054,-605,-172,62,939,2378,2277,2195,13284,12669,10320,2257,14223,15047,12597,39,-150,136,6,22718,22409,22717,23809,23737,10.190595385,10.752146379,10.456533725,11.246314623,11.349872057,10.624228252,-1.055719239,-0.597725678,-0.167694527,0.9405316558,2.3494077082,2.2200025447,13.305668281,12.516672101,10.061671612,14.246199937,14.866079809,12.281674157
050,3,5,10,001,Delaware,Kent County,181858,182315,185043,187758,189789,457,2728,2715,2031,522,2002,2157,2153,516,2180,2274,2169,6,-178,-117,-16,9,106,283,263,422,2835,2541,1788,431,2941,2824,2051,20,-35,8,-4,4072,4007,4825,5266,5279,10.899449583,11.571857372,11.405202531,11.868531514,12.199538091,11.48996019,-0.969081931,-0.62768072,-0.084757659,0.5770937342,1.5182362708,1.3932040249,15.434535249,13.631937683,9.471668428,16.011628983,15.150173953,10.864872453
050,3,5,10,003,Delaware,New Castle County,570713,570918,572029,575254,578592,205,1111,3225,3338,1513,6025,6240,6080,1556,5801,5829,5527,-43,224,411,553,47,695,1613,1582,-9,-249,1531,1203,38,446,3144,2785,210,441,-330,0,15883,15889,15129,15734,15686,10.542921063,10.877874073,10.538668072,10.150951881,10.161398713,9.5801346107,0.3919691814,0.7164753596,0.9585334611,1.2161543799,2.8118607179,2.742133699,-0.435715742,2.6689142958,2.085200278,0.780438638,5.4807750137,4.827333977
050,3,5,10,005,Delaware,Sussex County,237375,238629,247809,256447,263509,1254,9180,8638,7062,544,2147,2486,2492,887,3247,3385,3201,-343,-1100,-899,-709,6,138,482,432,1782,10698,8597,7329,1788,10836,9079,7761,-191,-556,458,10,2763,2513,2763,2809,2772,8.8274353566,9.860071075,9.5854264592,13.350108339,13.425720269,12.312580295,-4.522672982,-3.565649194,-2.727153836,0.5673898832,1.9117273766,1.6616790652,43.98505051,34.097759868,28.190846918,44.552440393,36.009487245,29.852525983
040,3,5,11,000,District of Columbia,District of Columbia,689548,670839,669037,670949,678972,-18709,-1802,1912,8023,2187,8508,8399,7627,2004,5837,5572,5020,183,2671,2827,2607,50,1745,4527,6969,-15475,-6551,-4917,-1509,-15425,-4806,-390,5460,-3467,333,-525,-44,40699,21719,38289,36723,37601,12.699682657,12.535951868,11.299920514,8.7127465527,8.3165047993,7.4374722669,3.9869361045,4.2194470688,3.862448247,2.6047186456,6.7567870112,10.325048651,-9.778516818,-7.338882645,-2.235686385,-7.173798172,-0.582095634,8.0893622664
050,3,5,11,001,District of Columbia,District of Columbia,689548,670839,669037,670949,678972,-18709,-1802,1912,8023,2187,8508,8399,7627,2004,5837,5572,5020,183,2671,2827,2607,50,1745,4527,6969,-15475,-6551,-4917,-1509,-15425,-4806,-390,5460,-3467,333,-525,-44,40699,21719,38289,36723,37601,12.699682657,12.535951868,11.299920514,8.7127465527,8.3165047993,7.4374722669,3.9869361045,4.2194470688,3.862448247,2.6047186456,6.7567870112,10.325048651,-9.778516818,-7.338882645,-2.235686385,-7.173798172,-0.582095634,8.0893622664
040,3,5,12,000,Florida,Florida,21538216,21591299,21830708,22245521,22610726,53083,239409,414813,365205,50294,207942,222003,223578,56383,250389,260220,231181,-6089,-42447,-38217,-7603,2840,46865,121233,178432,61782,244619,317923,194438,64622,291484,439156,372870,-5450,-9628,13874,-62,464639,470385,475056,479972,480002,9.5777240329,10.073593183,9.968644947,11.532815607,11.807725203,10.307638978,-1.955091574,-1.734132019,-0.338994031,2.1585828587,5.5010604469,7.9557257655,11.267051751,14.426052646,8.6693833303,13.42563461,19.927113093,16.625109096
050,3,5,12,001,Florida,Alachua County,278474,279737,281889,284041,285994,1263,2152,2152,1953,597,2521,2649,2679,540,2340,2456,2249,57,181,193,430,15,429,1075,1606,1279,1384,1058,-95,1294,1813,2133,1511,-88,158,-174,12,17636,18551,19775,19402,19394,8.9775046027,9.3615818211,9.3994228425,8.3329475487,8.6795186684,7.8907435508,0.644557054,0.6820631527,1.5086792916,1.5277070506,3.7990564204,5.6347417264,4.9285467553,3.7389783189,-0.333312867,6.4562538059,7.5380347393,5.3014288596
050,3,5,12,003,Florida,Baker County,28255,28116,28669,27786,28368,-139,553,-883,582,103,342,356,354,72,321,364,345,31,21,-8,9,0,4,12,20,-141,539,-980,553,-141,543,-968,573,-29,-11,93,0,3064,2835,2988,1529,1538,12.045434534,12.61181472,12.608184635,11.305802589,12.895226286,12.287637568,0.7396319451,-0.283411567,0.320547067,0.1408822752,0.4251173501,0.7123268155,18.98388659,-34.71791692,19.69583645,19.124768865,-34.29279957,20.408163265
050,3,5,12,005,Florida,Bay County,175208,174525,179520,185210,190769,-683,4995,5690,5559,424,2017,2119,2127,471,2397,2442,2188,-47,-380,-323,-61,4,181,459,707,-616,5406,5293,4911,-612,5587,5752,5618,-24,-212,261,2,3064,3026,3144,3179,3180,11.394031832,11.619554191,11.314461712,13.540651612,13.390727387,11.63894792,-2.14661978,-1.771173197,-0.324486208,1.0224688952,2.516930332,3.7608483453,30.53849087,29.024209689,26.123799468,31.560959765,31.541140021,29.884647813
050,3,5,12,007,Florida,Bradford County,28302,28222,28050,27296,27858,-80,-172,-754,562,76,293,306,306,83,377,392,367,-7,-84,-86,-61,0,0,-7,-7,-64,-90,-718,632,-64,-90,-725,625,-9,2,57,-2,4293,4133,3767,2621,2618,10.413704862,11.057709681,11.096203358,13.399203867,14.16543201,13.308191609,-2.985499005,-3.107722329,-2.211988251,0,-0.252954143,-0.253834717,-3.198748934,-25.94586781,22.917648765,-3.198748934,-26.19882196,22.663814048
050,3,5,12,009,Florida,Brevard County,606621,608775,617900,630707,643979,2154,9125,12807,13272,1162,4860,5173,5217,1924,8826,9349,8261,-762,-3966,-4176,-3044,15,376,913,1440,3160,13112,15452,14886,3175,13488,16365,16326,-259,-397,618,-10,8007,8242,8459,8537,8543,7.9238592129,8.2860339562,8.1855453029,14.390119632,14.975088238,12.96162349,-6.466260419,-6.689054282,-4.776078187,0.6130393136,1.4624297317,2.2593799571,21.378115638,24.750782272,23.356340307,21.991154951,26.213212003,25.615720264
050,3,5,12,011,Florida,Broward County,1944381,1943398,1935575,1946889,1962531,-983,-7823,11314,15642,4890,19378,20964,21028,4277,18326,18740,16483,613,1052,2224,4545,383,6714,17333,25427,-2367,-16080,-7209,-14303,-1984,-9366,10124,11124,388,491,-1034,-27,14950,15250,15608,15759,15749,9.9913043994,10.799327437,10.757605988,9.4488927868,9.6536632407,8.4324528958,0.5424116126,1.1456641968,2.3251530918,3.461741033,8.9288657924,13.008067693,-8.290854306,-3.713621041,-7.317197948,-4.829113273,5.2152447518,5.6908697454
050,3,5,12,013,Florida,Calhoun County,13644,13707,13518,13465,13470,63,-189,-53,5,28,143,132,138,52,225,234,225,-24,-82,-102,-87,0,5,8,9,98,-107,47,83,98,-102,55,92,-11,-5,-6,0,1824,1912,1682,1567,1564,10.505050505,9.7839380351,10.246890663,16.52892562,17.344253789,16.70688695,-6.023875115,-7.560315754,-6.459996287,0.3673094582,0.5929659415,0.668275478,-7.860422406,3.4836749064,6.1629849638,-7.493112948,4.0766408479,6.8312604418
050,3,5,12,015,Florida,Charlotte County,186825,187995,194934,202582,206134,1170,6939,7648,3552,255,1039,1087,1095,784,3285,3462,3103,-529,-2246,-2375,-2008,1,114,307,492,1965,9586,9164,5057,1966,9700,9471,5549,-267,-515,552,11,3906,3867,3624,3766,3763,5.4265934416,5.4689622556,5.3582438662,17.15722758,17.418166816,15.184137641,-11.73063414,-11.94920456,-9.825893775,0.5954106375,1.5445919158,2.4075397097,50.066722552,46.106320249,24.745789252,50.662133189,47.650912165,27.153328962
050,3,5,12,017,Florida,Citrus County,153849,154568,158167,162508,166696,719,3599,4341,4188,256,1017,1026,1045,763,3385,3561,3149,-507,-2368,-2535,-2104,0,20,63,113,1399,6262,6452,6183,1399,6282,6515,6296,-173,-315,361,-4,2841,2841,2843,2843,2843,6.5039090604,6.3990021049,6.3486470395,21.647720914,22.209402043,19.130994763,-15.14381185,-15.81039994,-12.78234772,0.1279038163,0.3929211819,0.6865044167,40.046684893,40.2401185,37.563334589,40.174588709,40.633039682,38.249839006
050,3,5,12,019,Florida,Clay County,218248,218951,222648,226634,232439,703,3697,3986,5805,513,2129,2277,2303,526,2421,2665,2355,-13,-292,-388,-52,7,108,198,333,679,3927,4109,5550,686,4035,4307,5883,30,-46,67,-26,2456,2456,2457,2457,2456,9.6422319797,10.136172827,10.033262684,10.964698743,11.863373115,10.259806175,-1.322466763,-1.727200288,-0.226543491,0.4891315424,0.8814063328,1.4507496629,17.785366362,18.291407179,24.179161048,18.274497904,19.172813511,25.629910711
050,3,5,12,021,Florida,Collier County,375760,377310,387226,397516,404310,1550,9916,10290,6794,743,3084,3355,3388,962,4274,4641,4166,-219,-1190,-1286,-778,53,890,2231,3382,1930,10651,8969,4197,1983,11541,11200,7579,-214,-435,376,-7,4834,4905,4988,4937,4934,8.0676384107,8.5505809553,8.4507112516,11.180637668,11.828091271,10.391281899,-3.112999257,-3.277510315,-1.940570647,2.3282095284,5.6859451896,8.4357454111,27.862651334,22.858468133,10.468605408,30.190860862,28.544413323,18.904350819
050,3,5,12,023,Florida,Columbia County,69694,69740,69932,71870,73063,46,192,1938,1193,196,740,749,751,189,1042,1144,1045,7,-302,-395,-294,0,45,110,163,40,416,2099,1324,40,461,2209,1487,-1,33,124,0,3638,3405,3043,4100,4099,10.596254081,10.564025895,10.363409299,14.920671287,16.135174398,14.420456349,-4.324417206,-5.571148503,-4.057047049,0.6443668022,1.5514590767,2.2493152008,5.956813105,29.604660019,18.270511202,6.6011799072,31.156119096,20.519826403
050,3,5,12,027,Florida,DeSoto County,33976,34086,34333,35320,35979,110,247,987,659,79,361,402,409,115,459,465,435,-36,-98,-63,-26,0,39,75,132,158,302,939,548,158,341,1014,680,-12,4,36,5,3109,3116,3034,3123,3129,10.552624271,11.54293426,11.47281168,13.417325597,13.351901569,12.202134672,-2.864701326,-1.808967309,-0.729322992,1.140034201,2.1535325112,3.7027167281,8.8279571464,26.96222704,15.371884599,9.9679913474,29.115759551,19.074601327
050,3,5,12,029,Florida,Dixie County,16756,16687,16933,17120,17465,-69,246,187,345,21,189,155,156,59,272,304,285,-38,-83,-149,-129,0,0,1,2,-22,337,326,470,-22,337,327,472,-9,-8,9,2,1887,1788,1731,1652,1647,11.243307555,9.1034563768,9.0212519879,16.180844735,17.854520894,16.481133439,-4.93753718,-8.751064517,-7.459881451,0,0.0587319766,0.1156570768,20.04759072,19.14662438,27.17941304,20.04759072,19.205356356,27.295070117
050,3,5,12,031,Florida,Duval County,995566,997784,1002774,1017011,1030822,2218,4990,14237,13811,2968,12449,12724,12873,2309,10777,11195,9766,659,1672,1529,3107,89,1355,3680,5507,1341,1399,8817,5112,1430,2754,12497,10619,129,564,211,85,22929,23597,24143,24374,24378,12.445527698,12.599360823,12.572314246,10.773994056,11.085338291,9.5378871226,1.6715336421,1.5140225321,3.0344271237,1.3546220604,3.6439522028,5.3783682556,1.3986097879,8.7306322208,4.992594611,2.7532318483,12.374584424,10.370962867
050,3,5,12,033,Florida,Escambia County,321900,322568,323459,323860,326928,668,891,401,3068,921,3715,3757,3761,980,4464,4502,4012,-59,-749,-745,-251,13,160,507,823,697,1364,762,2464,710,1524,1269,3287,17,116,-123,32,18744,18626,19469,18437,18440,11.501067293,11.607878032,11.558295482,13.819855826,13.909679771,12.329668033,-2.318788534,-2.301801739,-0.771372551,0.4953353343,1.5664610493,2.5292414734,4.2227337248,2.3543260742,7.5723584332,4.718069059,3.9207871235,10.101599907
050,3,5,12,035,Florida,Flagler County,115372,116028,120974,126758,131439,656,4946,5784,4681,152,769,865,874,418,1672,1864,1695,-266,-903,-999,-821,2,58,125,219,1041,6107,6313,5286,1043,6165,6438,5505,-121,-316,345,-3,781,781,781,781,781,6.489396714,6.9833529782,6.7700244387,14.109585573,15.048520175,13.129509638,-7.620188859,-8.065167197,-6.359485199,0.4894473464,1.0091550547,1.6963791214,51.535430081,50.96636688,40.945479614,52.024877427,51.975521935,42.641858736
050,3,5,12,037,Florida,Franklin County,12452,12468,12183,12492,12594,16,-285,309,102,15,109,89,88,30,177,202,188,-15,-68,-113,-100,0,0,1,8,33,-208,388,194,33,-208,389,202,-2,-9,33,0,1444,1435,1036,1159,1159,8.8434546266,7.2137791287,7.0158654229,14.360472192,16.372847011,14.988439767,-5.517017565,-9.159067882,-7.972574344,0,0.0810536981,0.6378059475,-16.87558314,31.448834853,15.466794228,-16.87558314,31.529888551,16.104600175
050,3,5,12,039,Florida,Gadsden County,43819,43411,43599,43393,43833,-408,188,-206,440,109,513,487,486,147,596,649,605,-38,-83,-162,-119,1,22,43,67,-317,250,-59,493,-316,272,-16,560,-54,-1,-28,-1,2051,1756,1897,2044,2036,11.791748075,11.196431856,11.143466398,13.699574762,14.920912268,13.872010639,-1.907826687,-3.724480412,-2.728544241,0.5056890013,0.9885966526,1.5362391947,5.7464659235,-1.35644657,11.303969,6.2521549247,-0.367849917,12.840208195
050,3,5,12,041,Florida,Gilchrist County,17858,17882,18316,19002,19587,24,434,686,585,50,187,207,209,53,254,279,260,-3,-67,-72,-51,0,17,39,63,27,501,692,575,27,518,731,638,0,-17,27,-2,984,924,920,999,998,10.332062545,11.093842114,10.832102413,14.033924526,14.952569805,13.475342714,-3.701861981,-3.858727692,-2.643240302,0.9392784132,2.0901441664,3.2651791961,27.681087353,37.086660593,29.801238695,28.620365766,39.176804759,33.066417891
050,3,5,12,043,Florida,Glades County,12128,12078,12266,12463,12786,-50,188,197,323,15,61,71,72,34,164,165,162,-19,-103,-94,-90,1,6,24,40,-18,297,255,371,-17,303,279,411,-14,-12,12,2,1938,1831,1939,1938,1939,5.0115018074,5.7422459461,5.7031961662,13.473545843,13.344656072,12.832191374,-8.462044035,-7.602410126,-7.128995208,0.492934604,1.9410408832,3.1684423145,24.400262898,20.623559384,29.387302467,24.893197502,22.564600267,32.555744782
050,3,5,12,045,Florida,Gulf County,14199,14259,14462,15299,15693,60,203,837,394,32,121,110,113,50,247,247,242,-18,-126,-137,-129,0,2,10,19,89,340,885,502,89,342,895,521,-11,-13,79,2,1222,1267,1317,1803,1799,8.4258904634,7.3922247236,7.2922044399,17.199958219,16.598904607,15.616933402,-8.774067755,-9.206679883,-8.324728962,0.1392709168,0.6720204294,1.2261228704,23.676055848,59.473808004,32.395456892,23.815326764,60.145828433,33.621579763
050,3,5,12,047,Florida,Hamilton County,14003,13729,13072,13194,13471,-274,-657,122,277,42,156,167,167,42,211,220,207,0,-55,-53,-40,0,3,1,2,-221,-563,171,315,-221,-560,172,317,-53,-42,3,0,2449,2165,1532,1541,1540,11.641356666,12.716058783,12.525782861,15.745681131,16.751694205,15.525970373,-4.104324466,-4.035635422,-3.000187512,0.2238722436,0.0761440646,0.1500093756,-42.01335771,13.020635041,23.626476655,-41.78948547,13.096779106,23.77648603
050,3,5,12,049,Florida,Hardee County,25330,25339,25322,25651,25760,9,-17,329,109,81,354,358,361,57,297,351,328,24,57,7,33,1,15,31,53,-23,-97,287,23,-22,-82,318,76,7,8,4,0,1893,1887,1800,1917,1922,13.975247232,14.046652149,14.043687149,11.724995559,13.77199694,12.759915193,2.2502516729,0.2746552096,1.2837719554,0.5921714929,1.216330214,2.0618155648,-3.829375654,11.260863594,0.8947501507,-3.237204161,12.477193808,2.9565657155
050,3,5,12,051,Florida,Hendry County,39621,39723,40215,41391,43333,102,492,1176,1942,121,514,558,562,94,424,433,412,27,90,125,150,4,96,256,404,62,293,760,1392,66,389,1016,1796,9,13,35,-4,2257,2257,2258,2258,2257,12.859966474,13.675465039,13.266606865,10.608221372,10.611964807,9.7256975591,2.2517451025,3.0635002328,3.5409093055,2.4018614426,6.2740484768,9.5368490628,7.330681278,18.626081416,32.859638355,9.7325427206,24.900129892,42.396487418
050,3,5,12,053,Florida,Hernando County,194508,195624,200693,206935,212807,1116,5069,6242,5872,383,1562,1656,1649,746,3414,3617,3199,-363,-1852,-1961,-1550,3,75,221,345,1647,7164,7594,7086,1650,7239,7815,7431,-171,-318,388,-9,2104,2048,1995,2099,2099,7.8825788447,8.1250551974,7.8572075227,17.228632635,17.746572856,15.242696704,-9.34605379,-9.621517658,-7.385489181,0.3784848997,1.0843219798,1.6438669468,36.152877621,37.259462059,33.763597639,36.53136252,38.343784038,35.407464585
050,3,5,12,055,Florida,Highlands County,101239,101349,103279,105649,107614,110,1930,2370,1965,183,794,857,870,439,2041,2092,1907,-256,-1247,-1235,-1037,6,65,204,307,404,3255,3261,2700,410,3320,3465,3007,-44,-143,140,-5,1412,1412,1413,1413,1413,7.7604237934,8.2037831215,8.1589399005,19.948394159,20.026037678,17.884021138,-12.18797037,-11.82225456,-9.725081238,0.635299177,1.9528258539,2.8790741948,31.81382802,31.216495635,25.320847967,32.449127197,33.169321489,28.199922162
050,3,5,12,057,Florida,Hillsborough County,1459779,1466255,1484607,1513473,1535564,6476,18352,28866,22091,3982,16541,17359,17429,3021,13609,14113,12440,961,2932,3246,4989,273,3311,9297,13707,5444,11610,15989,3301,5717,14921,25286,17008,-202,499,334,94,30530,32324,33745,33896,33899,11.210961407,11.580077917,11.432462118,9.2237454683,9.4146920696,8.1599534542,1.9872159389,2.1653858469,3.2725086642,2.244090032,6.2019692603,8.9910355302,7.8688871252,10.666159676,2.1652738225,10.112977157,16.868128936,11.156309353
050,3,5,12,059,Florida,Holmes County,19659,19578,19309,19653,19944,-81,-269,344,291,41,212,204,229,70,347,347,320,-29,-135,-143,-91,0,0,0,0,-44,-123,455,381,-44,-123,455,381,-8,-11,32,1,1896,1833,1422,1662,1658,10.903386736,10.471741697,11.566532818,17.84658112,17.812227298,16.162840619,-6.943194384,-7.340485601,-4.596307801,0,0,0,-6.32602155,23.35609055,19.243882112,-6.32602155,23.35609055,19.243882112
050,3,5,12,061,Florida,Indian River County,159791,160446,163869,167267,169795,655,3423,3398,2528,278,1212,1256,1273,599,2518,2770,2501,-321,-1306,-1514,-1228,6,124,286,465,1097,4810,4435,3296,1103,4934,4721,3761,-127,-205,191,-5,1440,1441,1446,1441,1441,7.4742148837,7.5860069579,7.5535064766,15.5281131,16.730286046,14.839999763,-8.053898216,-9.144279088,-7.286493286,0.7646886515,1.7273869347,2.7591363013,29.662519464,26.786577116,19.557232794,30.427208116,28.513964051,22.316369095
050,3,5,12,063,Florida,Jackson County,47314,47096,47119,48255,48622,-218,23,1136,367,114,457,492,521,163,815,761,715,-49,-358,-269,-194,0,13,36,50,-145,352,1280,511,-145,365,1316,561,-24,16,89,0,6494,6305,5904,6738,6736,9.7012153054,10.317277245,10.755906975,17.300854429,15.958227609,14.76098558,-7.599639123,-5.640950364,-4.005078605,0.2759645492,0.7549227253,1.0322367538,7.4722708698,26.841696899,10.549459624,7.748235419,27.596619624,11.581696378
050,3,5,12,065,Florida,Jefferson County,14513,14399,14494,15069,15450,-114,95,575,381,31,128,134,136,59,212,220,209,-28,-84,-86,-73,0,10,19,31,-65,175,596,423,-65,185,615,454,-21,-6,46,0,1008,841,937,1205,1205,8.8602775759,9.0653857863,8.9124807497,14.674834735,14.883469201,13.696385858,-5.814557159,-5.818083415,-4.783905108,0.6922091856,1.2853905219,2.0315213474,12.113660748,40.320671109,27.720436449,12.805869934,41.606061631,29.751957797
050,3,5,12,067,Florida,Lafayette County,8225,8218,7952,7777,8078,-7,-266,-175,301,16,67,72,71,14,128,119,112,2,-61,-47,-41,0,0,1,5,-6,-187,-140,338,-6,-187,-139,343,-3,-18,11,-1,1542,1506,1135,934,934,8.2869511441,9.1550638947,8.9561652476,15.83178726,15.131286159,14.12803532,-7.544836116,-5.976222265,-5.171870073,0,0.1271536652,0.6307158625,-23.1292517,-17.80151313,42.636392305,-23.1292517,-17.67435946,43.267108168
050,3,5,12,069,Florida,Lake County,383962,386216,396352,410090,424462,2254,10136,13738,14372,806,3358,3654,3689,1183,5429,5785,5126,-377,-2071,-2131,-1437,21,340,779,1150,2904,12372,14409,14670,2925,12712,15188,15820,-294,-505,681,-11,4841,4841,4624,4375,4373,8.5820018197,9.0620280194,8.8406714021,13.874832602,14.346971016,12.284435242,-5.292830783,-5.284942997,-3.44376384,0.8689340735,1.9319430288,2.75596967,31.61897752,35.734745958,35.156587007,32.487911594,37.666688987,37.912556677
050,3,5,12,071,Florida,Lee County,760814,765547,790888,822391,834573,4733,25341,31503,12182,1644,6785,7434,7477,2069,8930,9721,8597,-425,-2145,-2287,-1120,84,1199,3220,4906,5743,27550,28916,8374,5827,28749,32136,13280,-669,-1263,1654,22,13146,13549,13984,14017,14019,8.7186422819,9.2160128533,9.0249395883,11.474941131,12.051232304,10.376809635,-2.75629885,-2.835219451,-1.351870047,1.5407003826,3.9918699741,5.9216736151,35.401414129,35.847488252,10.107642652,36.942114512,39.839358226,16.029316268
050,3,5,12,073,Florida,Leon County,292206,293955,296007,297282,296913,1749,2052,1275,-369,727,2827,2805,2791,541,2581,2563,2309,186,246,242,482,3,289,711,1075,1706,1343,527,-1941,1709,1632,1238,-866,-146,174,-205,15,14924,16229,17626,17867,17867,9.5836681007,9.4557627059,9.3942224354,8.7497160834,8.6399714136,7.7718594064,0.8339520172,0.8157912923,1.622363029,0.9797241178,2.3968083008,3.6183407804,4.5528356064,1.7765372356,-6.533208795,5.5325597242,4.1733455365,-2.914868015
050,3,5,12,075,Florida,Levy County,42909,43059,44156,45253,46545,150,1097,1097,1292,98,397,391,395,153,702,732,670,-55,-305,-341,-275,1,17,53,75,226,1449,1318,1491,227,1466,1371,1566,-22,-64,67,1,279,279,279,279,279,9.1039385427,8.7463230771,8.6058519793,16.098148254,16.374190518,14.597267914,-6.994209712,-7.627867441,-5.991415935,0.389841197,1.1855629746,1.6340225277,33.228229089,29.482490577,32.484367851,33.618070286,30.668053552,34.118390379
